Target_genes	NANOG|Average	SRX13365367|293	SRX13365368|293	SRX13441621|293	SRX13441622|293	SRX5286324|ES_cells	SRX5286325|ES_cells	SRX5286327|ES_cells	SRX5286328|ES_cells	SRX702044|hESC_derived_ectodermal_cells	SRX702037|hESC_derived_mesendodermal_cells	SRX702038|hESC_derived_mesendodermal_cells	SRX702042|hESC_derived_mesendodermal_cells	SRX702043|hESC_derived_mesendodermal_cells	SRX011617|hESC_H1	SRX011618|hESC_H1	SRX017277|hESC_H1	SRX100482|hESC_H1	SRX10448024|hESC_H1	SRX13437668|hESC_H1	SRX13437669|hESC_H1	SRX1303985|hESC_H9	SRX2881137|hESC_H9	SRX2881138|hESC_H9	SRX3288566|hESC_H9	SRX3288567|hESC_H9	SRX6101126|hESC_H9	SRX6101127|hESC_H9	SRX266862|hESC_HUES64	SRX266863|hESC_HUES64	SRX702036|hESC_HUES64	SRX702039|hESC_HUES64	SRX702040|hESC_HUES64	SRX702041|hESC_HUES64	SRX20532160|hESC_HUES8	SRX20532161|hESC_HUES8	SRX11783370|hESC_UCLA2	SRX11783372|hESC_UCLA2	SRX5286326|hESC_WIBR2	SRX5286329|hESC_WIBR2	SRX5457195|iPS_cells	SRX5457196|iPS_cells	SRX1424693|LNCAP	SRX1424694|LNCAP	SRX1424695|LNCAP	SRX1424696|LNCAP	SRX1424697|LNCAP	SRX10445282|Neural_crest_cells	SRX10445290|Neural_crest_cells	SRX10445300|Neural_crest_cells	SRX10445309|Neural_crest_cells	SRX11783374|PGCLC	SRX11783376|PGCLC	STRING
HTR2B	72.865385	0	0	0	0	163	0	0	0	0	144	0	167	0	0	0	435	0	0	160	0	0	0	0	339	317	0	0	0	0	0	0	162	183	707	854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0
WDR7	72.826923	0	0	0	0	434	0	403	152	0	102	0	0	0	0	0	87	115	624	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	511	476	0	0	0	582	0	0	0	0	0	0	0	0	113	0	100	0	0	0
MRPL44	72.807692	0	123	0	223	0	0	116	0	0	0	0	0	0	0	0	0	155	754	0	0	0	0	0	96	0	97	126	0	0	0	0	0	0	615	600	0	0	0	304	0	0	0	0	117	0	0	0	149	0	145	166	0	0
FAM117B	72.807692	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	91	0	694	0	0	0	0	0	129	0	0	0	0	0	0	0	87	0	718	825	0	119	0	0	0	0	0	0	0	0	0	0	0	0	135	620	232	0
STK17A	72.769231	0	0	0	0	0	0	232	0	0	159	0	0	0	0	0	115	110	516	0	0	0	399	141	0	0	0	0	0	0	0	0	112	0	463	462	0	94	0	294	0	0	0	0	0	0	0	106	152	244	185	0	0	0
MFF	72.750000	0	153	0	0	0	0	413	0	0	0	0	0	0	0	0	137	0	610	0	0	0	726	0	0	0	0	0	0	0	0	0	0	0	365	331	0	0	889	70	0	0	0	0	0	0	0	0	89	0	0	0	0	0
FHIT	72.730769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	1040	136	0	0	0	0	304	183	0	0	0	0	0	0	0	0	904	739	0	0	117	126	0	0	0	0	0	0	0	0	0	0	0	93	0	0
CDK4	72.730769	0	183	0	0	0	0	0	0	0	98	0	0	0	0	0	105	80	1457	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	820	648	0	0	0	190	0	0	0	0	0	0	0	0	77	0	0	0	0	0
TM2D1	72.711538	708	412	337	126	0	0	0	0	0	0	0	0	0	0	0	123	0	575	0	0	0	0	0	148	0	94	95	0	0	0	0	0	0	205	263	0	0	440	118	0	0	0	0	0	0	0	0	0	0	0	137	0	0
TCEAL8	72.634615	0	98	0	0	0	0	133	152	0	128	0	0	0	0	0	109	0	727	0	0	0	0	0	231	0	94	0	0	0	0	0	165	0	625	626	0	0	164	306	0	0	0	0	0	0	0	0	110	0	109	0	0	0
TMEM129	72.596154	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	106	0	791	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	627	773	0	0	168	152	0	0	0	0	0	0	0	106	251	222	233	83	0	0
TACC3	72.596154	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	106	0	791	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	627	773	0	0	168	152	0	0	0	0	0	0	0	106	251	222	233	83	0	0
STRADA	72.576923	0	0	0	0	0	0	122	0	0	147	0	0	0	0	0	90	166	571	0	0	0	0	0	105	101	0	0	0	0	0	0	120	0	909	796	0	0	0	132	0	0	0	0	0	0	0	0	109	195	211	0	0	0
GUF1	72.576923	0	0	0	0	0	0	178	0	0	163	0	0	0	0	0	212	0	1247	0	0	0	0	0	152	117	0	0	0	0	0	0	0	0	600	510	0	0	190	128	0	0	0	0	0	0	0	0	126	0	151	0	0	0
ZNF28	72.557692	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0	0	0	159	214	0	0	0	0	0	0	237	176	0	0	1879	0	0	0	0	0	0	0	0	0	0	0	0	470	0	0
PGAP2	72.557692	0	0	0	0	210	0	326	0	0	0	0	0	0	0	0	114	0	938	0	0	0	0	0	127	0	0	99	0	0	0	0	94	0	547	589	0	0	142	587	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC4A7	72.519231	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	69	0	929	0	0	0	155	0	220	127	0	0	0	0	0	0	0	0	946	818	0	0	261	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF521	72.500000	0	127	0	150	0	0	0	0	0	158	0	0	0	0	0	202	0	377	0	97	0	0	0	138	0	0	0	0	0	0	0	0	0	926	775	0	0	0	219	0	0	0	0	0	0	0	0	150	163	288	0	0	0
OXNAD1	72.461538	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	175	0	1140	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	875	832	0	0	0	243	0	0	0	0	0	0	0	0	0	101	95	90	0	0
DPH3	72.461538	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	175	0	1140	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	875	832	0	0	0	243	0	0	0	0	0	0	0	0	0	101	95	90	0	0
CAMTA1	72.461538	0	0	0	0	0	0	179	0	0	199	0	0	0	0	0	91	261	864	0	0	0	0	0	158	0	0	74	0	0	0	0	0	0	425	474	0	0	0	254	0	0	0	0	0	0	0	115	235	247	192	0	0	0
FOLH1B	72.442308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	624	184	0	0	0	0	221	0	0	0	0	0	0	0	0	0	1226	1157	0	0	240	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0
SBNO1	72.403846	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1132	0	0	0	0	0	88	0	377	425	0	0	0	0	0	0	556	453	0	0	314	73	0	0	0	0	0	0	0	0	0	0	0	252	0	0
NOVA1	72.365385	0	105	0	0	0	0	117	0	0	0	0	0	0	0	0	113	145	878	282	0	0	0	0	386	215	0	0	0	0	0	0	0	0	668	727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0
H4C11	72.346154	212	0	0	0	0	0	412	0	0	0	0	0	0	0	0	109	183	214	0	0	0	330	0	78	0	0	0	0	0	0	0	0	0	262	232	0	0	1353	0	0	0	0	0	0	0	0	0	0	0	199	178	0	0
ZNF254	72.307692	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	899	0	0	0	0	0	0	0	0	0	0	0	0	0	245	110	861	828	0	0	96	351	0	0	0	0	0	0	0	0	0	0	148	0	0	0
RPLP0	72.288462	0	122	0	0	0	0	0	0	0	134	0	0	0	0	0	122	0	981	0	0	0	0	0	171	239	0	0	0	0	0	0	0	0	807	586	0	0	142	143	0	0	0	0	0	0	0	0	0	173	0	139	0	0
BMT2	72.288462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	1506	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	950	617	0	0	0	98	0	0	0	0	81	0	118	0	68	0	0	0	0	0
PCIF1	72.269231	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	91	0	428	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	1294	1360	0	0	84	146	0	0	0	0	0	0	0	0	0	0	157	0	0	0
NUP133	72.269231	0	161	0	0	0	0	0	0	0	185	0	0	0	0	0	224	0	1303	0	117	0	0	0	85	0	99	0	0	0	0	0	0	0	674	616	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	87	0	0
TMCO1	72.250000	0	183	0	0	0	0	76	0	0	0	0	0	0	0	0	116	131	1140	0	0	0	0	0	258	142	0	0	0	0	0	0	186	0	643	799	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP298-TCP10L	72.211538	0	168	0	82	0	0	198	0	0	102	0	0	0	0	0	228	0	1196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	595	466	0	0	65	344	0	0	0	0	0	0	0	115	0	0	196	0	0	0
CFAP298	72.211538	0	168	0	82	0	0	198	0	0	102	0	0	0	0	0	228	0	1196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	595	466	0	0	65	344	0	0	0	0	0	0	0	115	0	0	196	0	0	0
HTRA2	72.096154	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	1161	0	76	0	0	0	265	0	0	0	0	0	0	0	0	0	829	829	0	0	0	185	0	0	0	0	0	0	0	0	0	99	0	107	0	0
IPO4	72.000000	0	157	0	0	0	0	96	0	0	132	0	0	0	0	0	169	224	1059	0	70	0	0	0	117	0	0	0	0	0	0	0	115	0	661	547	0	0	0	174	0	0	0	0	0	0	0	0	105	0	118	0	0	0
METTL3	71.942308	0	158	0	96	0	0	164	0	0	146	0	0	0	0	0	111	0	666	0	0	0	0	0	153	0	0	0	0	0	0	0	84	0	741	581	0	0	166	229	0	0	0	0	0	0	0	0	0	144	85	217	0	0
PTPN9	71.923077	0	0	0	0	0	0	165	0	0	190	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	873	979	0	0	0	231	0	0	0	0	0	0	0	226	277	190	306	0	0	0
MDM2	71.923077	0	181	0	0	0	0	296	0	0	117	0	0	0	0	0	128	92	523	0	0	0	164	0	0	0	0	0	0	0	0	0	153	0	664	639	0	0	0	191	0	0	0	0	0	0	0	120	206	102	164	0	0	0
CPA5	71.923077	102	128	244	104	129	0	217	135	0	0	0	0	0	0	0	0	0	248	0	0	0	788	0	147	0	0	0	0	109	0	129	235	128	197	136	0	0	116	203	0	0	0	0	0	0	0	0	0	0	0	245	0	0
PES1	71.903846	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	989	0	0	0	0	0	180	132	81	0	0	0	0	0	0	0	709	708	0	95	0	93	0	0	0	0	0	0	0	0	104	0	129	140	0	0
SH2D4A	71.884615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1175	145	0	0	0	0	300	182	619	409	0	0	0	0	0	0	137	181	0	0	493	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0
METTL15	71.865385	0	71	0	0	0	0	111	0	0	0	0	0	0	0	0	145	136	1181	0	0	0	109	0	124	0	0	0	0	0	0	0	0	0	708	519	0	0	184	190	0	0	0	0	0	0	0	0	0	0	127	132	0	0
KIF18A	71.865385	0	71	0	0	0	0	111	0	0	0	0	0	0	0	0	145	136	1181	0	0	0	109	0	124	0	0	0	0	0	0	0	0	0	708	519	0	0	184	190	0	0	0	0	0	0	0	0	0	0	127	132	0	0
KPNB1	71.807692	0	139	0	0	0	0	89	0	0	90	0	0	0	0	0	0	0	851	0	0	0	0	0	141	0	80	127	0	0	0	0	0	74	702	615	0	0	0	245	0	0	0	0	0	0	0	0	142	133	205	101	0	0
CHKB	71.788462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	1163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	878	788	0	0	170	164	0	0	0	0	0	0	0	0	143	172	136	0	0	0
TDRD10	71.750000	0	0	0	0	604	0	554	167	0	0	0	0	0	0	0	0	0	639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	248	0	0	234	1025	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHE	71.750000	0	0	0	0	604	0	554	167	0	0	0	0	0	0	0	0	0	639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	248	0	0	234	1025	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPMK	71.750000	0	0	0	0	414	0	379	197	0	0	0	0	0	0	0	0	0	341	84	0	0	0	0	0	0	462	440	0	0	0	0	0	0	275	192	0	0	231	716	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DPAGT1	71.750000	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	141	845	0	0	0	0	0	131	93	209	226	0	0	0	0	0	0	518	516	0	0	198	164	100	0	0	0	0	0	0	0	126	0	81	268	0	0
TOE1	71.634615	0	0	0	0	0	0	76	0	0	153	0	0	0	0	0	0	162	964	0	130	0	0	0	234	0	0	0	0	0	0	0	0	0	816	597	0	0	0	127	0	0	0	0	0	0	0	0	145	184	137	0	0	0
MUTYH	71.634615	0	0	0	0	0	0	76	0	0	153	0	0	0	0	0	0	162	964	0	130	0	0	0	234	0	0	0	0	0	0	0	0	0	816	597	0	0	0	127	0	0	0	0	0	0	0	0	145	184	137	0	0	0
HIBCH	71.615385	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	1135	0	0	0	0	0	138	0	0	0	0	0	0	0	137	0	868	528	0	0	214	251	0	0	0	0	0	0	0	0	0	0	106	192	0	0
UBA52	71.576923	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	1246	0	0	0	0	0	271	153	0	0	0	0	0	0	0	0	629	764	0	88	234	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBCK1	71.557692	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	157	0	1212	0	0	0	0	0	0	0	225	208	0	0	0	0	0	0	790	644	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0
IFNK	71.519231	0	0	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	904	495	0	0	0	0	0	0	0	0	802	746	0	0	226	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0
GGA1	71.500000	0	0	0	0	0	0	238	0	0	116	0	0	0	0	0	0	91	1001	0	0	0	0	148	161	92	120	0	0	0	0	0	0	0	440	493	0	0	248	120	0	0	0	0	0	0	0	0	173	119	158	0	0	0
WDR62	71.480769	0	0	0	0	0	0	118	0	0	109	0	0	0	0	0	123	0	949	0	0	0	0	0	139	0	0	90	0	0	0	0	0	0	557	457	0	0	0	361	0	0	0	0	0	0	0	174	167	204	269	0	0	0
THAP8	71.480769	0	0	0	0	0	0	118	0	0	109	0	0	0	0	0	123	0	949	0	0	0	0	0	139	0	0	90	0	0	0	0	0	0	557	457	0	0	0	361	0	0	0	0	0	0	0	174	167	204	269	0	0	0
PIEZO2	71.480769	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	110	0	211	0	0	183	377	0	0	0	0	0	0	0	0	137	1203	988	0	0	0	188	94	0	0	0	0	0	0	0	0	0	0	0	0	0
CAND1	71.480769	0	87	0	0	0	0	69	0	0	130	0	0	0	0	0	129	113	791	127	0	0	0	0	340	208	91	0	0	0	0	0	0	0	807	726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0
NCAPD3	71.461538	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	722	156	0	0	0	0	190	0	364	564	0	0	0	0	0	0	509	562	0	0	538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOXHD1	71.461538	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	728	0	0	0	0	0	137	0	100	82	0	0	0	0	0	0	457	431	0	0	277	84	0	0	0	0	0	0	0	221	201	312	315	134	0	0
SFXN5	71.423077	0	125	0	0	0	0	0	0	0	157	0	0	0	0	0	255	163	875	0	118	0	0	0	212	0	0	0	0	0	0	0	114	0	769	692	0	0	0	127	0	0	0	0	0	0	0	0	0	0	107	0	0	0
CBR4	71.423077	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	169	150	857	0	0	0	0	111	147	0	0	0	0	0	0	0	96	0	723	536	0	0	0	461	0	0	0	0	0	0	0	0	0	120	213	0	0	0
FCF1	71.307692	0	192	0	0	0	0	0	0	0	112	0	0	0	0	0	246	109	1390	0	0	0	0	0	117	111	0	0	0	0	0	0	0	0	734	697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AREL1	71.307692	0	192	0	0	0	0	0	0	0	112	0	0	0	0	0	246	109	1390	0	0	0	0	0	117	111	0	0	0	0	0	0	0	0	734	697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NIN	71.269231	0	0	0	0	0	0	121	0	0	180	0	0	0	0	0	195	0	216	0	0	0	0	0	0	474	0	0	0	0	0	0	290	0	654	644	0	0	0	146	0	0	0	0	0	0	0	127	249	144	266	0	0	0
LMNA	71.269231	0	0	0	0	0	0	146	0	0	110	0	0	0	0	0	0	115	497	81	0	0	0	0	0	0	138	268	0	0	0	0	102	0	690	710	0	79	0	144	0	0	0	0	0	0	0	0	215	156	255	0	0	0
CCAR1	71.269231	0	224	0	161	0	0	223	0	0	0	0	0	0	0	0	123	0	740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	684	470	0	0	284	318	0	0	0	0	0	0	0	76	0	150	253	0	0	0
RASAL2	71.230769	0	134	0	0	0	0	179	0	0	279	0	0	0	0	0	147	115	582	0	0	0	154	0	0	0	0	0	161	138	169	144	123	131	511	481	0	0	0	140	0	0	0	0	0	0	0	0	0	0	116	0	0	0
TXNL1	71.173077	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	91	0	1114	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	833	711	0	104	270	163	0	0	0	0	0	0	0	0	86	0	0	0	0	0
GRAMD2B	71.173077	0	0	0	0	187	0	188	0	0	95	0	0	0	0	0	109	0	321	0	0	0	0	151	199	0	0	0	0	0	0	0	0	114	894	739	0	0	164	158	0	0	0	0	0	0	0	0	0	0	135	247	0	0
BRCA1	71.173077	0	179	0	0	127	0	116	0	0	0	0	0	0	0	0	123	0	926	0	0	0	0	0	105	0	164	140	0	0	0	0	0	0	635	609	0	0	269	163	0	0	0	0	0	0	0	0	0	0	145	0	0	0
POLR1F	71.134615	0	130	0	0	0	0	68	0	0	0	0	0	0	0	0	212	88	1111	0	102	0	0	0	187	0	0	0	0	0	0	0	0	0	663	662	0	0	0	139	0	0	0	0	0	0	0	0	0	136	201	0	0	0
DHODH	71.115385	0	79	0	0	0	0	175	134	0	0	0	0	0	0	0	94	0	890	0	0	0	0	0	0	0	243	210	0	0	0	0	0	0	534	399	0	0	373	372	0	0	0	0	0	0	0	0	0	115	80	0	0	0
TMEM256	71.096154	0	0	0	0	0	0	278	0	0	88	0	0	0	0	0	0	0	1071	0	168	0	0	0	153	0	0	0	95	0	109	0	86	120	451	383	0	0	90	195	0	0	0	0	0	0	0	0	167	122	121	0	0	0
MAPRE2	71.096154	673	567	603	192	0	0	0	0	0	145	0	0	0	0	0	0	0	378	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	246	329	0	0	246	66	0	0	0	0	0	0	0	0	0	0	141	0	0	0
HIGD2B	71.076923	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	833	0	0	0	137	0	112	78	176	133	0	0	0	0	105	0	612	486	0	0	135	322	0	0	0	0	0	0	0	0	0	161	143	0	0	0
BBS4	71.076923	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	833	0	0	0	137	0	112	78	176	133	0	0	0	0	105	0	612	486	0	0	135	322	0	0	0	0	0	0	0	0	0	161	143	0	0	0
RFNG	71.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358	0	635	216	125	0	0	0	215	0	0	169	0	0	0	0	0	0	994	980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPS1	71.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358	0	635	216	125	0	0	0	215	0	0	169	0	0	0	0	0	0	994	980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAPC10	71.000000	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	130	0	521	0	0	0	0	0	0	0	198	183	0	0	0	0	0	0	456	361	0	0	881	114	0	0	0	0	0	0	0	0	0	0	0	603	131	0
ABCE1	71.000000	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	130	0	521	0	0	0	0	0	0	0	198	183	0	0	0	0	0	0	456	361	0	0	881	114	0	0	0	0	0	0	0	0	0	0	0	603	131	0
NDUFS4	70.980769	0	0	0	0	885	0	1087	677	0	0	0	0	0	0	0	0	0	414	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	88	0	0	189	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC37A4	70.961538	0	127	0	0	0	0	264	0	0	0	0	0	0	0	0	115	140	621	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	495	470	0	0	496	174	0	0	0	0	0	0	0	112	158	158	243	0	0	0
NDRG1	70.961538	0	0	0	0	757	0	581	230	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	434	435	0	0	150	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAPN10	70.961538	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	545	0	0	0	0	0	281	156	173	223	0	0	0	0	0	0	1097	915	0	0	0	0	0	0	0	0	96	0	104	0	0	0	0	0	0	0
ATP5MC3	70.961538	0	170	0	0	0	0	275	0	0	0	0	0	0	0	0	133	0	940	0	269	0	0	0	205	0	0	0	0	0	0	0	0	111	698	561	0	0	0	210	0	0	0	0	0	0	0	0	0	0	118	0	0	0
OR6S1	70.942308	0	0	0	0	366	0	134	0	0	0	0	0	0	0	0	0	0	1693	0	0	0	594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAMA3	70.903846	0	0	0	0	250	0	784	172	0	0	0	0	0	0	0	0	0	373	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	121	131	0	0	935	517	0	0	0	0	0	0	0	0	0	0	243	0	0	0
GEMIN6	70.903846	0	233	0	0	0	0	221	0	0	0	0	0	0	0	0	209	0	875	0	0	0	0	0	263	122	0	0	0	0	0	0	0	0	435	467	0	0	435	170	0	0	0	0	0	0	0	0	0	0	257	0	0	0
ARG2	70.884615	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	1917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	774	698	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCLT1	70.826923	0	0	0	0	277	0	494	165	0	0	0	0	0	0	0	0	0	873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	486	528	0	0	0	860	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GID4	70.826923	179	449	0	298	0	0	0	0	0	0	0	0	0	0	0	102	147	924	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	564	507	0	0	0	128	0	0	0	0	100	0	0	0	0	0	64	63	0	0
ATPAF2	70.826923	179	449	0	298	0	0	0	0	0	0	0	0	0	0	0	102	147	924	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	564	507	0	0	0	128	0	0	0	0	100	0	0	0	0	0	64	63	0	0
OR2A1	70.807692	0	0	0	0	0	0	0	0	0	415	0	0	124	0	0	0	0	0	0	0	0	213	116	0	0	0	0	303	331	209	380	398	0	0	124	0	0	0	0	0	0	0	0	0	0	0	293	156	473	147	0	0	0
ZSCAN25	70.788462	0	0	0	0	143	0	162	0	0	161	0	0	0	0	0	0	155	807	0	0	0	794	0	127	0	0	0	0	0	0	0	134	82	449	343	0	0	135	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL41	70.769231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	494	214	0	0	0	0	466	245	88	0	0	0	0	0	0	0	923	698	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF138	70.692308	0	103	0	0	0	0	663	247	0	0	0	0	0	0	0	101	0	767	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	492	449	0	0	172	153	0	0	0	0	0	0	0	0	0	123	179	0	0	0
ADAR	70.692308	0	176	0	0	0	0	122	0	0	146	0	0	0	0	0	97	0	316	0	0	0	185	0	0	0	98	0	0	0	0	0	0	0	869	868	0	0	358	154	0	0	0	0	0	0	0	0	0	0	109	178	0	0
CDK11A	70.673077	0	140	0	0	0	0	77	0	0	104	0	0	0	0	0	173	0	1325	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	651	431	0	0	96	205	0	0	0	0	0	0	0	0	85	0	185	0	0	0
BSG	70.673077	0	0	0	0	0	0	199	0	0	220	0	0	0	0	0	109	129	765	0	0	0	216	0	0	0	0	0	0	0	0	0	0	122	357	323	0	0	127	186	0	0	0	0	0	0	0	112	332	201	277	0	0	0
NVL	70.615385	0	133	0	0	0	0	262	0	0	115	0	0	0	0	0	174	0	537	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	590	517	0	0	0	288	0	0	0	0	0	0	0	159	159	130	353	155	0	0
SLC25A21	70.596154	0	195	0	0	0	0	283	0	0	132	0	0	0	0	0	225	224	658	0	0	0	0	0	0	0	88	0	0	0	0	0	131	0	454	245	0	0	0	729	0	0	0	0	0	0	0	0	126	181	0	0	0	0
PPOX	70.596154	0	227	0	0	0	0	233	0	0	0	0	0	0	0	0	112	0	1169	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	770	573	0	0	108	124	0	0	0	0	0	0	0	0	120	0	118	0	0	0
NEK2	70.596154	0	125	0	0	0	0	0	0	0	94	0	0	0	0	0	144	0	1030	0	0	0	0	0	182	0	189	148	0	0	0	0	115	0	727	475	0	0	0	200	0	0	0	0	0	0	0	0	0	0	113	129	0	0
ARID4A	70.596154	0	0	0	0	0	0	182	0	0	156	0	0	0	0	0	0	0	891	0	0	0	158	79	151	113	0	0	130	0	146	0	193	0	428	317	0	0	117	100	0	0	0	0	0	0	0	0	145	0	147	218	0	0
PTPN6	70.576923	0	0	0	0	0	0	241	88	0	0	0	0	0	0	0	238	0	1204	0	132	0	0	0	98	0	0	0	0	0	0	0	0	0	525	504	0	0	346	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELMO1	70.576923	0	85	0	0	0	0	328	0	0	0	0	0	0	0	0	96	0	725	0	132	0	0	163	342	170	0	0	121	0	131	0	147	113	459	227	0	0	92	145	0	0	0	0	0	0	0	0	0	0	194	0	0	0
MRPL17	70.557692	0	183	0	0	0	0	118	0	0	0	0	0	0	0	0	0	100	1166	0	75	0	0	0	130	0	0	0	0	0	0	0	0	0	685	563	0	0	0	127	0	0	0	0	0	0	0	0	165	106	165	86	0	0
CHCHD3	70.538462	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	1149	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	905	664	0	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GHITM	70.519231	0	0	0	0	0	0	164	0	0	64	0	0	0	0	0	114	0	946	0	0	0	0	0	173	92	0	0	0	0	0	0	0	0	791	822	0	0	0	432	0	0	0	0	0	0	0	0	0	0	0	69	0	0
